"var1","var2","var3","class"
2.22038605643683,3.08893777079825,5.30932382723508,1
-1.1123590141755,1.83814427085416,0.725785256678665,0
-0.687695252733467,1.74723056949755,1.05953531676409,0
-2.87501630298282,1.71830269157823,-1.15671361140459,0
-2.01093004636484,1.32789499472697,-0.683035051637874,0
0.293633933811883,2.67040746156127,2.96404139537315,0
0.898176065289157,3.0230527921064,3.92122885739556,1
-2.39697494617845,1.78260111893863,-0.614373827239827,0
2.54287230384369,3.24203709768421,5.7849094015279,1
1.00243028695021,2.48255949064125,3.48498977759146,0
-3.11402190820197,1.01504158563574,-2.09898032256623,0
-2.58922022367646,1.78304488191684,-0.806175341759623,0
1.75796519996412,2.64089016519424,4.39885536515836,0
-0.948540258222089,2.16380931920182,1.21526906097973,0
-1.67528210871623,0.986938924993862,-0.688343183722371,0
-2.81642737772432,1.23219918552385,-1.58422819220047,0
1.75258751061243,2.70741706558417,4.4600045761966,1
0.0816347323533642,2.36416421499096,2.44579894734432,0
0.0654570360641046,2.35519334230586,2.42065037836996,1
0.116166645956474,1.73513522700367,1.85130187296014,0
0.0363083651578089,2.45820952817513,2.49451789333293,1
-3.8337853968452,0.866656456609372,-2.96712894023583,0
3.87888765309296,2.81531205856604,6.69419971165899,1
1.19492329545356,2.91388129165113,4.1088045871047,1
0.747468537286691,2.40435294060288,3.15182147788957,0
-1.19671162170486,2.01929379868211,0.822582176977251,0
-0.307235657537861,2.14364677454513,1.83641111700726,0
-0.40852006342528,2.16180194057655,1.75328187715127,0
2.2310363376308,2.6435144802187,4.87455081784951,0
-1.97093793615286,1.66683300967648,-0.304104926476378,0
0.270481252167818,2.61925376143002,2.88973501359784,1
-2.9208152615674,1.52525801369928,-1.39555724786813,0
-0.322854879216996,1.90636986256593,1.58351498334893,0
0.0699765550780109,2.75225630558708,2.82223286066509,1
-0.398223395823443,2.18718485948031,1.78896146365686,0
-0.0206305956436616,2.52583022168657,2.5051996260429,1
0.392445435437392,2.89239098969761,3.284836425135,1
0.381309131688874,2.73172869327458,3.11303782496345,1
0.333614555549116,2.14798807364952,2.48160262919863,0
0.239589739798426,2.38908677477555,2.62867651457398,0
-4.78795972910637,0.850524686716831,-3.93743504238954,0
-1.13681117848738,2.16104658981031,1.02423541132293,0
-0.700040117111756,2.0027215694914,1.30268145237964,0
-3.04112436449561,1.37109957220879,-1.67002479228683,0
1.37771031852863,2.75193828285137,4.12964860138,1
-2.17304733705533,1.85658715310609,-0.31646018394924,0
2.03388138915905,2.59126471951781,4.62514610867686,1
-1.17675099673107,2.24859540253583,1.07184440580475,0
6.44138309142728,3.26180419581581,9.7031872872431,1
-1.86290290541661,1.39995982623767,-0.462943079178942,0
-1.77258190718752,2.19265034118438,0.420068433996865,0
2.79838153241829,3.03662300977746,5.83500454219575,1
5.58458286714586,3.04621768657275,8.63080055371861,1
0.452939948867825,2.36848243177257,2.8214223806404,1
0.183037717559637,2.15229203100642,2.33532974856605,1
0.962062011089035,2.79738161362538,3.75944362471442,1
0.708094788435228,2.21157954640082,2.91967433483605,0
-0.465840281027949,2.30966372093399,1.84382343990604,0
0.479546001193301,2.82242678626519,3.30197278745849,1
-2.22170698262387,1.5824436796396,-0.639263302984268,0
-2.22645227205847,1.92614009844068,-0.300312173617789,0
1.70664498614054,2.68263783478799,4.38928282092853,0
-0.380186839274808,2.17212314708027,1.79193630780546,0
0.341279102662874,2.8924589020959,3.23373800475878,1
-0.847118640296331,2.23285216759133,1.385733527295,0
1.14783989951795,2.1272402443413,3.27508014385925,0
2.02877790496677,2.85865381755564,4.88743172252241,1
2.61970425664431,2.64238714866524,5.26209140530955,1
0.19229709451171,2.17970157120312,2.37199866571483,0
0.634011898091711,2.63986798248757,3.27387988057928,1
0.464536216404793,2.06869361490309,2.53322983130789,0
-0.725938892689449,2.37474488260291,1.64880598991346,0
2.28723789463481,2.85972585446983,5.14696374910463,1
-0.398618160643856,2.55940787327846,2.1607897126346,0
-0.0430620774970096,2.30139744019163,2.25833536269462,0
-0.868079463365731,2.40648826780478,1.53840880443904,0
1.4667567569649,2.48938249680698,3.95613925377189,1
-1.64702458756461,2.27262244395189,0.625597856387288,0
2.10840997749147,2.752335241302,4.86074521879348,1
2.54309257552695,3.07993484305169,5.62302741857864,1
2.3193855302798,2.73541774248255,5.05480327276235,1
1.36111205482754,2.49809794268869,3.85920999751623,0
2.74420357425626,3.127017354248,5.87122092850425,1
1.71765800959057,2.38047107181624,4.09812908140681,0
-3.30917388221385,1.52459817200817,-1.78457571020569,0
-0.628612021501262,2.43995781529895,1.81134579379769,1
-0.679426485532928,2.54842789267423,1.8690014071413,1
-1.80796204390046,2.28262201486637,0.474659970965915,1
1.95712653900629,2.85371084320834,4.81083738221464,1
2.42858458145814,2.9817816464803,5.41036622793843,1
0.428943469072861,2.34708948575971,2.77603295483258,0
1.0699778704616,2.23354253058097,3.30352040104257,0
-0.197442738642881,2.51777711748538,2.3203343788425,0
-3.03659655682443,1.16181613229209,-1.87478042453234,0
1.73031979004101,2.79861859601997,4.52893838606098,1
-2.31328135634333,1.8319127065806,-0.481368649762729,0
-0.981513669367937,2.09886844722502,1.11735477785708,0
2.01847164902487,2.7024502132286,4.72092186225347,1
3.78430929801164,2.77309498371642,6.55740428172806,1
0.160915820472612,2.47270746953875,2.63362329001136,1
2.68085610480488,3.16468703403558,5.84554313884046,1
-0.564395010503277,2.35558702982222,1.79119201931895,0
-1.17720628070127,2.24208964257618,1.06488336187491,1
